"date","epu_uruguay","Tema_std 0","Tema_std 1","Tema_std 2","Tema_std 3","Tema_std 4","Tema_std 5","Tema_std 6","Tema_std 7","Tema_std 8"
"1-2002",129.98891352549887,73.22404371584699,152.96803652968038,33.66834170854271,110.28806584362141,126.01880877742944,203.0303030303031,43.64820846905537,419.72157772621813,162.75303643724695
"2-2002",74.27937915742794,183.06010928961746,61.18721461187214,33.66834170854271,27.572016460905353,220.53291536050153,0.0,21.824104234527685,46.63573085846868,81.37651821862347
"3-2002",77.99334811529933,36.612021857923494,0.0,67.33668341708542,55.144032921810705,220.53291536050153,101.51515151515154,87.29641693811074,139.90719257540604,0.0
"4-2002",103.9911308203991,109.83606557377048,30.59360730593607,67.33668341708542,165.43209876543213,283.5423197492163,0.0,65.47231270358306,93.27146171693737,81.37651821862347
"5-2002",122.5609756097561,183.06010928961746,61.18721461187214,33.66834170854271,137.86008230452677,346.551724137931,50.75757575757577,109.12052117263843,46.63573085846868,81.37651821862347
"6-2002",204.2682926829268,256.2841530054645,91.78082191780823,0.0,386.0082304526749,378.05642633228837,304.54545454545456,174.59283387622148,186.54292343387473,40.68825910931174
"7-2002",204.2682926829268,256.2841530054645,122.37442922374429,0.0,330.86419753086426,378.05642633228837,253.78787878787884,196.4169381107492,186.54292343387473,81.37651821862347
"8-2002",152.27272727272725,36.612021857923494,61.18721461187214,33.66834170854271,165.43209876543213,472.57053291536045,253.78787878787884,87.29641693811074,139.90719257540604,162.75303643724695
"9-2002",122.5609756097561,73.22404371584699,61.18721461187214,33.66834170854271,165.43209876543213,283.5423197492163,50.75757575757577,152.76872964169382,93.27146171693737,122.06477732793522
"10-2002",96.56319290465632,109.83606557377048,30.59360730593607,33.66834170854271,137.86008230452677,126.01880877742944,50.75757575757577,152.76872964169382,0.0,162.75303643724695
"11-2002",81.70731707317073,36.612021857923494,61.18721461187214,33.66834170854271,110.28806584362141,63.00940438871472,50.75757575757577,152.76872964169382,139.90719257540604,40.68825910931174
"12-2002",81.70731707317073,73.22404371584699,30.59360730593607,33.66834170854271,55.144032921810705,94.51410658307209,50.75757575757577,109.12052117263843,139.90719257540604,162.75303643724695
"1-2003",85.42128603104213,36.612021857923494,30.59360730593607,134.67336683417085,110.28806584362141,252.03761755485888,50.75757575757577,43.64820846905537,0.0,81.37651821862347
"2-2003",74.27937915742794,73.22404371584699,30.59360730593607,101.00502512562815,0.0,126.01880877742944,0.0,152.76872964169382,93.27146171693737,40.68825910931174
"3-2003",141.13082039911308,0.0,61.18721461187214,67.33668341708542,110.28806584362141,504.07523510971777,50.75757575757577,152.76872964169382,0.0,244.12955465587044
"4-2003",126.27494456762749,36.612021857923494,61.18721461187214,168.34170854271358,137.86008230452677,252.03761755485888,50.75757575757577,174.59283387622148,139.90719257540604,40.68825910931174
"5-2003",100.27716186252772,36.612021857923494,91.78082191780823,33.66834170854271,165.43209876543213,157.5235109717868,50.75757575757577,152.76872964169382,0.0,122.06477732793522
"6-2003",51.99556541019955,73.22404371584699,61.18721461187214,0.0,110.28806584362141,94.51410658307209,0.0,21.824104234527685,93.27146171693737,0.0
"7-2003",44.56762749445676,146.44808743169398,0.0,33.66834170854271,27.572016460905353,94.51410658307209,0.0,21.824104234527685,0.0,81.37651821862347
"8-2003",85.42128603104213,36.612021857923494,61.18721461187214,101.00502512562815,82.71604938271606,189.02821316614418,50.75757575757577,109.12052117263843,46.63573085846868,40.68825910931174
"9-2003",55.709534368070955,73.22404371584699,61.18721461187214,33.66834170854271,55.144032921810705,126.01880877742944,0.0,65.47231270358306,46.63573085846868,0.0
"10-2003",51.99556541019955,36.612021857923494,30.59360730593607,33.66834170854271,55.144032921810705,157.5235109717868,0.0,21.824104234527685,46.63573085846868,81.37651821862347
"11-2003",48.28159645232816,36.612021857923494,61.18721461187214,134.67336683417085,0.0,31.50470219435736,50.75757575757577,43.64820846905537,46.63573085846868,40.68825910931174
"12-2003",63.13747228381374,73.22404371584699,91.78082191780823,33.66834170854271,110.28806584362141,31.50470219435736,101.51515151515154,43.64820846905537,93.27146171693737,0.0
"1-2004",44.56762749445676,0.0,122.37442922374429,67.33668341708542,27.572016460905353,94.51410658307209,50.75757575757577,21.824104234527685,0.0,0.0
"2-2004",85.42128603104213,73.22404371584699,122.37442922374429,0.0,0.0,220.53291536050153,0.0,87.29641693811074,186.54292343387473,81.37651821862347
"3-2004",70.56541019955654,73.22404371584699,122.37442922374429,0.0,137.86008230452677,94.51410658307209,0.0,43.64820846905537,93.27146171693737,40.68825910931174
"4-2004",63.13747228381374,36.612021857923494,91.78082191780823,0.0,27.572016460905353,63.00940438871472,101.51515151515154,43.64820846905537,46.63573085846868,203.44129554655873
"5-2004",70.56541019955654,36.612021857923494,91.78082191780823,0.0,137.86008230452677,63.00940438871472,101.51515151515154,87.29641693811074,46.63573085846868,40.68825910931174
"6-2004",66.85144124168515,73.22404371584699,91.78082191780823,33.66834170854271,137.86008230452677,63.00940438871472,50.75757575757577,21.824104234527685,46.63573085846868,81.37651821862347
"7-2004",89.13525498891352,36.612021857923494,91.78082191780823,33.66834170854271,165.43209876543213,94.51410658307209,101.51515151515154,87.29641693811074,93.27146171693737,81.37651821862347
"8-2004",77.99334811529933,109.83606557377048,61.18721461187214,67.33668341708542,137.86008230452677,63.00940438871472,152.27272727272728,43.64820846905537,46.63573085846868,40.68825910931174
"9-2004",59.42350332594235,146.44808743169398,0.0,33.66834170854271,82.71604938271606,0.0,101.51515151515154,65.47231270358306,46.63573085846868,81.37651821862347
"10-2004",100.27716186252772,73.22404371584699,122.37442922374429,67.33668341708542,165.43209876543213,31.50470219435736,253.78787878787884,87.29641693811074,46.63573085846868,81.37651821862347
"11-2004",96.56319290465632,0.0,61.18721461187214,134.67336683417085,110.28806584362141,126.01880877742944,0.0,196.4169381107492,93.27146171693737,40.68825910931174
"12-2004",55.709534368070955,36.612021857923494,91.78082191780823,101.00502512562815,55.144032921810705,0.0,50.75757575757577,65.47231270358306,46.63573085846868,40.68825910931174
"1-2005",59.42350332594235,109.83606557377048,61.18721461187214,0.0,0.0,157.5235109717868,50.75757575757577,43.64820846905537,46.63573085846868,81.37651821862347
"2-2005",51.99556541019955,36.612021857923494,61.18721461187214,33.66834170854271,55.144032921810705,94.51410658307209,50.75757575757577,65.47231270358306,46.63573085846868,0.0
"3-2005",66.85144124168515,36.612021857923494,30.59360730593607,0.0,82.71604938271606,157.5235109717868,101.51515151515154,65.47231270358306,0.0,122.06477732793522
"4-2005",51.99556541019955,109.83606557377048,0.0,67.33668341708542,55.144032921810705,63.00940438871472,0.0,43.64820846905537,0.0,122.06477732793522
"5-2005",77.99334811529933,402.73224043715845,30.59360730593607,33.66834170854271,27.572016460905353,31.50470219435736,0.0,109.12052117263843,46.63573085846868,0.0
"6-2005",63.13747228381374,183.06010928961746,61.18721461187214,101.00502512562815,55.144032921810705,31.50470219435736,50.75757575757577,65.47231270358306,0.0,0.0
"7-2005",37.13968957871397,109.83606557377048,30.59360730593607,0.0,0.0,0.0,0.0,43.64820846905537,93.27146171693737,81.37651821862347
"8-2005",70.56541019955654,329.5081967213115,61.18721461187214,33.66834170854271,82.71604938271606,31.50470219435736,0.0,21.824104234527685,46.63573085846868,40.68825910931174
"9-2005",96.56319290465632,146.44808743169398,61.18721461187214,67.33668341708542,248.14814814814818,31.50470219435736,0.0,65.47231270358306,93.27146171693737,122.06477732793522
"10-2005",66.85144124168515,73.22404371584699,30.59360730593607,0.0,110.28806584362141,126.01880877742944,50.75757575757577,43.64820846905537,93.27146171693737,81.37651821862347
"11-2005",92.84922394678493,256.2841530054645,122.37442922374429,33.66834170854271,137.86008230452677,31.50470219435736,101.51515151515154,87.29641693811074,0.0,40.68825910931174
"12-2005",100.27716186252772,146.44808743169398,30.59360730593607,33.66834170854271,137.86008230452677,126.01880877742944,101.51515151515154,218.24104234527687,0.0,0.0
"1-2006",74.27937915742794,73.22404371584699,61.18721461187214,33.66834170854271,137.86008230452677,157.5235109717868,50.75757575757577,0.0,93.27146171693737,81.37651821862347
"2-2006",33.425720620842576,0.0,0.0,0.0,82.71604938271606,94.51410658307209,0.0,21.824104234527685,46.63573085846868,40.68825910931174
"3-2006",63.13747228381374,36.612021857923494,30.59360730593607,33.66834170854271,137.86008230452677,126.01880877742944,0.0,65.47231270358306,46.63573085846868,40.68825910931174
"4-2006",70.56541019955654,36.612021857923494,61.18721461187214,0.0,165.43209876543213,0.0,203.0303030303031,130.94462540716611,0.0,0.0
"5-2006",77.99334811529933,73.22404371584699,0.0,67.33668341708542,193.00411522633746,189.02821316614418,50.75757575757577,43.64820846905537,46.63573085846868,0.0
"6-2006",89.13525498891352,292.89617486338796,0.0,33.66834170854271,248.14814814814818,157.5235109717868,0.0,21.824104234527685,0.0,0.0
"7-2006",70.56541019955654,36.612021857923494,30.59360730593607,33.66834170854271,220.57613168724282,94.51410658307209,50.75757575757577,43.64820846905537,46.63573085846868,40.68825910931174
"8-2006",55.709534368070955,73.22404371584699,91.78082191780823,67.33668341708542,82.71604938271606,0.0,50.75757575757577,21.824104234527685,0.0,122.06477732793522
"9-2006",51.99556541019955,109.83606557377048,61.18721461187214,0.0,55.144032921810705,31.50470219435736,50.75757575757577,65.47231270358306,46.63573085846868,40.68825910931174
"10-2006",63.13747228381374,0.0,61.18721461187214,67.33668341708542,0.0,94.51410658307209,0.0,109.12052117263843,186.54292343387473,40.68825910931174
"11-2006",66.85144124168515,73.22404371584699,30.59360730593607,67.33668341708542,0.0,157.5235109717868,0.0,109.12052117263843,93.27146171693737,40.68825910931174
"12-2006",37.13968957871397,73.22404371584699,61.18721461187214,67.33668341708542,27.572016460905353,0.0,0.0,43.64820846905537,46.63573085846868,0.0
"1-2007",40.853658536585364,73.22404371584699,30.59360730593607,0.0,0.0,94.51410658307209,50.75757575757577,21.824104234527685,46.63573085846868,81.37651821862347
"2-2007",33.425720620842576,36.612021857923494,0.0,0.0,0.0,31.50470219435736,0.0,87.29641693811074,139.90719257540604,0.0
"3-2007",44.56762749445676,146.44808743169398,61.18721461187214,0.0,27.572016460905353,0.0,50.75757575757577,65.47231270358306,46.63573085846868,0.0
"4-2007",33.425720620842576,73.22404371584699,30.59360730593607,0.0,0.0,0.0,0.0,109.12052117263843,0.0,40.68825910931174
"5-2007",51.99556541019955,73.22404371584699,30.59360730593607,0.0,82.71604938271606,94.51410658307209,0.0,43.64820846905537,93.27146171693737,40.68825910931174
"6-2007",29.711751662971174,0.0,122.37442922374429,33.66834170854271,0.0,0.0,50.75757575757577,21.824104234527685,46.63573085846868,0.0
"7-2007",40.853658536585364,109.83606557377048,91.78082191780823,33.66834170854271,27.572016460905353,0.0,50.75757575757577,21.824104234527685,46.63573085846868,0.0
"8-2007",77.99334811529933,73.22404371584699,30.59360730593607,33.66834170854271,110.28806584362141,31.50470219435736,203.0303030303031,130.94462540716611,0.0,81.37651821862347
"9-2007",40.853658536585364,73.22404371584699,0.0,33.66834170854271,110.28806584362141,0.0,0.0,65.47231270358306,46.63573085846868,0.0
"10-2007",25.997782705099777,36.612021857923494,0.0,67.33668341708542,27.572016460905353,0.0,0.0,43.64820846905537,46.63573085846868,0.0
"11-2007",44.56762749445676,73.22404371584699,0.0,101.00502512562815,0.0,0.0,101.51515151515154,65.47231270358306,46.63573085846868,40.68825910931174
"12-2007",63.13747228381374,219.67213114754097,61.18721461187214,33.66834170854271,27.572016460905353,31.50470219435736,50.75757575757577,65.47231270358306,46.63573085846868,40.68825910931174
"1-2008",55.709534368070955,36.612021857923494,30.59360730593607,101.00502512562815,55.144032921810705,63.00940438871472,101.51515151515154,65.47231270358306,0.0,40.68825910931174
"2-2008",37.13968957871397,36.612021857923494,0.0,67.33668341708542,82.71604938271606,0.0,0.0,65.47231270358306,0.0,40.68825910931174
"3-2008",55.709534368070955,36.612021857923494,0.0,33.66834170854271,137.86008230452677,94.51410658307209,0.0,43.64820846905537,46.63573085846868,81.37651821862347
"4-2008",81.70731707317073,73.22404371584699,122.37442922374429,33.66834170854271,27.572016460905353,31.50470219435736,203.0303030303031,174.59283387622148,46.63573085846868,0.0
"5-2008",48.28159645232816,36.612021857923494,30.59360730593607,33.66834170854271,55.144032921810705,63.00940438871472,50.75757575757577,65.47231270358306,0.0,81.37651821862347
"6-2008",85.42128603104213,109.83606557377048,30.59360730593607,101.00502512562815,55.144032921810705,0.0,304.54545454545456,21.824104234527685,186.54292343387473,122.06477732793522
"7-2008",48.28159645232816,73.22404371584699,30.59360730593607,101.00502512562815,0.0,31.50470219435736,0.0,87.29641693811074,46.63573085846868,40.68825910931174
"8-2008",63.13747228381374,0.0,30.59360730593607,0.0,27.572016460905353,126.01880877742944,152.27272727272728,109.12052117263843,46.63573085846868,81.37651821862347
"9-2008",103.9911308203991,36.612021857923494,122.37442922374429,134.67336683417085,27.572016460905353,126.01880877742944,152.27272727272728,130.94462540716611,46.63573085846868,162.75303643724695
"10-2008",196.84035476718404,219.67213114754097,122.37442922374429,33.66834170854271,137.86008230452677,441.06583072100307,659.848484848485,109.12052117263843,139.90719257540604,81.37651821862347
"11-2008",155.98669623059865,219.67213114754097,91.78082191780823,168.34170854271358,55.144032921810705,220.53291536050153,406.0606060606062,87.29641693811074,139.90719257540604,162.75303643724695
"12-2008",133.7028824833703,36.612021857923494,214.15525114155253,33.66834170854271,55.144032921810705,157.5235109717868,152.27272727272728,65.47231270358306,326.4501160092808,284.8178137651822
"1-2009",89.13525498891352,36.612021857923494,91.78082191780823,67.33668341708542,55.144032921810705,94.51410658307209,152.27272727272728,43.64820846905537,93.27146171693737,244.12955465587044
"2-2009",89.13525498891352,36.612021857923494,91.78082191780823,67.33668341708542,27.572016460905353,252.03761755485888,152.27272727272728,21.824104234527685,139.90719257540604,81.37651821862347
"3-2009",51.99556541019955,109.83606557377048,61.18721461187214,33.66834170854271,27.572016460905353,0.0,50.75757575757577,65.47231270358306,93.27146171693737,40.68825910931174
"4-2009",70.56541019955654,0.0,0.0,33.66834170854271,0.0,157.5235109717868,304.54545454545456,21.824104234527685,139.90719257540604,122.06477732793522
"5-2009",44.56762749445676,36.612021857923494,91.78082191780823,0.0,0.0,63.00940438871472,0.0,43.64820846905537,186.54292343387473,0.0
"6-2009",70.56541019955654,36.612021857923494,30.59360730593607,67.33668341708542,82.71604938271606,31.50470219435736,50.75757575757577,152.76872964169382,93.27146171693737,40.68825910931174
"7-2009",63.13747228381374,36.612021857923494,91.78082191780823,134.67336683417085,0.0,63.00940438871472,101.51515151515154,87.29641693811074,0.0,40.68825910931174
"8-2009",44.56762749445676,0.0,61.18721461187214,33.66834170854271,0.0,126.01880877742944,50.75757575757577,43.64820846905537,93.27146171693737,0.0
"9-2009",70.56541019955654,73.22404371584699,152.96803652968038,134.67336683417085,82.71604938271606,63.00940438871472,50.75757575757577,21.824104234527685,0.0,40.68825910931174
"10-2009",74.27937915742794,36.612021857923494,91.78082191780823,101.00502512562815,165.43209876543213,63.00940438871472,0.0,65.47231270358306,46.63573085846868,40.68825910931174
"11-2009",59.42350332594235,36.612021857923494,61.18721461187214,134.67336683417085,0.0,0.0,50.75757575757577,130.94462540716611,46.63573085846868,40.68825910931174
"12-2009",85.42128603104213,0.0,91.78082191780823,67.33668341708542,82.71604938271606,94.51410658307209,101.51515151515154,109.12052117263843,46.63573085846868,162.75303643724695
"1-2010",55.709534368070955,0.0,30.59360730593607,67.33668341708542,55.144032921810705,94.51410658307209,50.75757575757577,0.0,139.90719257540604,122.06477732793522
"2-2010",55.709534368070955,183.06010928961746,30.59360730593607,33.66834170854271,27.572016460905353,63.00940438871472,101.51515151515154,21.824104234527685,46.63573085846868,40.68825910931174
"3-2010",48.28159645232816,36.612021857923494,91.78082191780823,33.66834170854271,27.572016460905353,31.50470219435736,101.51515151515154,0.0,93.27146171693737,81.37651821862347
"4-2010",63.13747228381374,109.83606557377048,61.18721461187214,101.00502512562815,27.572016460905353,126.01880877742944,50.75757575757577,43.64820846905537,0.0,40.68825910931174
"5-2010",89.13525498891352,73.22404371584699,0.0,168.34170854271358,0.0,63.00940438871472,101.51515151515154,152.76872964169382,93.27146171693737,162.75303643724695
"6-2010",85.42128603104213,36.612021857923494,152.96803652968038,134.67336683417085,137.86008230452677,31.50470219435736,203.0303030303031,21.824104234527685,46.63573085846868,40.68825910931174
"7-2010",48.28159645232816,36.612021857923494,61.18721461187214,101.00502512562815,0.0,31.50470219435736,101.51515151515154,0.0,93.27146171693737,81.37651821862347
"8-2010",33.425720620842576,36.612021857923494,30.59360730593607,33.66834170854271,0.0,94.51410658307209,50.75757575757577,0.0,46.63573085846868,40.68825910931174
